10000 25000
4262 9717 75
4859 8753 65
867 5861 54
2796 3298 35
6746 8437 80
1902 4592 76
1046 4079 57
5065 6624 44
6430 6575 42
2334 3637 50
2520 7631 52
2824 4978 34
3838 6995 57
3687 8061 2
4439 6801 19
7676 8906 51
8848 9949 94
1617 2001 38
4561 9155 95
2526 8630 78
2846 5657 59
134 5884 65
3063 8790 20
602 5564 20
1563 2570 39
5794 8049 22
6499 8017 46
4034 4304 72
651 9073 38
99 5216 91
4008 5343 95
1790 9105 40
1146 1387 85
957 7469 36
7361 9575 78
7835 8104 48
972 7223 15
2277 9770 14
2061 5265 61
154 1558 83
2810 5567 11
4794 5662 53
1845 6058 42
4467 5142 61
3489 9082 59
495 8419 37
6267 6410 67
6520 7575 24
1336 3283 56
893 8317 76
355 2550 81
9648 9756 94
3565 4084 21
2510 3197 49
4504 4808 65
7842 8872 24
1117 6528 43
2206 5078 99
3935 5755 99
544 6501 70
2872 7138 53
659 2529 34
3537 8101 14
2281 9715 30
2018 6204 65
3219 7440 20
4971 6217 92
7312 7316 67
4342 6530 45
4352 8269 74
4169 6275 48
99 638 90
5860 9367 52
6107 8705 55
5419 5458 5
6003 9791 36
4717 5700 20
3550 7606 5
2001 4695 13
872 2416 95
2584 8831 74
609 867 84
5949 8627 78
1111 9693 68
3579 7692 18
6048 9074 69
61 4545 42
8483 8681 18
9142 9800 64
300 8732 98
368 5517 34
2763 8624 45
2214 9542 56
6222 7396 40
2665 7882 20
2821 6548 7
5996 7883 93
3800 8524 45
822 7435 78
1249 5279 28
3805 4681 54
3662 5799 45
1845 8543 66
6718 8319 76
4056 7649 94
2626 6414 70
1302 3255 49
7165 7488 100
3522 9303 45
7509 7690 59
6772 9752 91
4082 8120 8
2808 3035 1
632 6884 75
1077 2463 32
294 4059 15
6711 8790 57
708 9969 8
1548 5889 14
3648 3918 36
1147 4421 10
3450 8287 79
6717 6903 69
3659 9531 31
958 7966 77
4428 9878 19
2989 4528 28
4884 7172 33
2350 5297 88
2786 9535 14
1791 8241 52
4065 5578 74
1911 8390 82
647 724 85
3488 8058 1
3075 3744 67
3377 5782 66
4711 9090 90
1981 7723 59
1625 9146 32
1338 3430 90
1967 6935 81
449 2168 87
5427 8809 35
3859 3964 6
1564 3164 45
2568 4469 10
4713 5033 44
4310 6149 11
595 4236 29
3605 4357 5
440 9847 67
177 2063 65
2017 3829 74
3205 9002 4
5365 5441 70
3486 8989 4
3065 4943 17
2629 5814 54
5791 7946 74
2698 6065 67
5249 6668 57
1890 6647 89
1072 3382 100
706 5901 48
1156 4483 61
2948 6209 42
4177 8868 11
1191 8035 52
6039 6711 41
2006 5715 19
563 3042 99
3241 5918 16
9019 9707 82
7882 8065 46
9203 9780 49
7718 7814 58
7702 9548 54
1718 8339 25
1074 7792 84
2650 9854 74
1208 9407 19
608 9698 50
2514 7501 15
1817 2404 97
2921 4437 9
3015 6929 64
22 8521 67
6002 7570 18
5430 7339 57
1060 7654 5
4424 5043 36
4927 6359 52
3382 7841 14
263 8407 66
5904 6537 21
3560 5097 9
2779 3178 45
8101 9391 62
9400 9634 46
4316 6611 55
4563 7923 78
3543 4177 40
2563 4798 22
3187 6530 89
4312 6904 90
7133 7906 28
4625 7673 72
2814 4967 1
3024 6353 66
6632 9480 69
793 1263 79
1749 5809 7
1488 5789 86
401 7587 42
313 3375 1
7680 9185 83
4200 6946 82
281 4997 27
921 8934 34
2541 2898 100
869 2907 43
4535 6598 12
3137 7243 21
4007 8067 79
5202 6765 76
2619 3009 76
4332 8513 9
4949 6005 94
787 5661 97
1142 7547 17
8425 9672 37
1682 3739 36
2744 5455 82
7538 8679 99
2327 9999 8
1300 1969 79
7782 9031 1
4229 5221 75
3662 8094 12
3789 4734 61
2612 5868 19
2031 4676 84
2830 9708 60
3605 8221 99
2422 7854 48
2398 6044 40
5362 5830 50
726 3847 29
3261 6894 36
1223 4989 15
2669 7286 39
3887 3963 19
8075 9540 50
4018 6434 3
4905 6115 23
7321 8378 75
1754 9125 34
2230 9195 10
6363 7476 9
3564 5335 27
571 8963 82
4387 5810 13
4275 9088 77
226 7237 84
5995 9510 52
554 7169 78
200 2529 26
57 2136 71
5508 9947 40
1870 2747 7
2857 8914 51
198 471 96
1507 3902 68
242 3935 88
493 777 56
6803 8073 95
1741 7738 34
842 3218 65
3811 3814 35
1515 5241 8
3022 9590 4
4212 5293 41
496 9776 41
6317 9049 90
6027 8706 7
5725 8331 94
3251 6268 21
4520 8050 5
713 5490 68
4482 5531 20
6700 8278 94
8405 9749 31
4865 9512 36
2293 4273 50
1589 9619 76
1243 9249 97
2419 4572 93
138 9457 23
3423 3730 37
254 6659 85
4985 7557 57
264 4554 41
2071 8371 94
3934 7950 24
34 8212 50
40 3943 94
1178 2134 67
600 1210 77
1569 4136 9
3301 7642 60
1104 1326 11
6189 8738 27
818 3980 3
1130 3309 5
653 4453 32
5947 6961 76
2755 6556 20
1018 3911 19
3086 4884 33
2888 5540 65
298 7594 65
3718 8527 99
5243 8540 10
3321 9937 77
1718 7180 56
1357 3908 88
1511 4863 33
529 7351 59
7305 9720 56
5376 9416 84
3314 9015 28
2574 7298 59
4942 9797 41
3854 5633 96
547 9735 98
3950 3970 31
648 6712 11
445 2473 67
2749 3511 41
586 8805 18
6133 8939 8
1395 7966 76
7165 9083 95
417 7125 14
6974 7279 11
1439 8146 30
3755 7013 77
6744 8974 62
6251 8308 19
1804 1943 8
1078 9311 59
5210 7151 55
3352 9725 23
1235 2387 65
367 1632 39
995 9793 68
116 8734 50
7638 9202 17
5447 7071 74
2522 9713 25
938 8512 41
2132 9998 74
1159 6115 36
4064 8667 100
5023 9557 50
2136 2642 38
3174 7307 98
7418 8497 76
6930 7400 97
1090 3943 55
3016 3072 47
3671 7735 14
6335 6829 85
582 3162 42
5649 7464 91
1450 3142 8
2379 7162 27
3163 3934 76
1524 4824 69
727 7032 27
708 1323 52
906 9090 44
2096 7254 4
5804 6865 68
3575 7546 39
1731 6426 68
3341 8769 76
1613 1826 33
619 9291 92
2968 6182 98
3093 5341 96
977 3892 29
1147 2480 39
3137 6597 50
1091 1852 71
2640 2734 18
6158 8008 78
138 2626 35
7854 9989 73
2000 3875 40
5190 6238 1
7005 8665 71
4125 5083 76
216 1896 25
1089 2929 82
6617 9148 39
771 9697 90
5056 6284 51
6261 8294 76
2118 6365 73
1706 3917 84
5685 9986 45
6737 9422 77
290 6426 77
3545 5008 23
8373 8821 92
6957 8142 57
1395 4081 31
340 3168 49
30 1936 18
2845 3737 90
3742 6905 50
6550 9891 20
1765 4233 37
1751 6122 96
4132 7131 91
482 1183 72
1179 4779 33
89 2035 6
3133 9397 98
7092 8682 99
8178 9309 82
7733 9489 39
2483 8308 89
5299 8703 51
3289 9572 72
4850 7545 20
298 8871 82
3353 4837 42
2160 2839 87
2853 9935 51
4159 8599 43
828 3744 27
719 1189 86
7155 9384 52
1698 5181 80
758 1744 28
3260 6458 40
1769 2080 65
6146 6428 22
1480 4265 32
312 1172 27
4064 8825 3
2052 4114 48
2858 7727 42
4641 9779 23
5616 8345 100
2499 5740 3
3309 8159 42
2900 4909 46
1116 9292 75
3885 6413 96
2092 9243 37
1451 2531 95
9063 9362 85
4002 6986 27
4879 6364 94
5732 8997 33
2400 9352 64
2262 4785 83
3209 9007 96
3778 8968 33
5605 7500 77
1398 3002 43
625 9374 73
1268 9438 57
3241 9438 68
2039 7323 83
2558 7175 84
302 1374 2
105 9577 47
3564 3896 22
2134 5458 79
3887 5383 6
2185 4985 52
2201 5811 55
4856 8312 32
121 8163 30
4095 4327 82
444 4509 20
7708 9557 40
8974 9722 87
939 4847 38
2145 8574 25
2126 3382 57
4517 5289 1
3942 4402 38
4639 8829 3
1830 7784 16
3258 6554 71
6420 9377 84
3823 4412 13
6727 7187 45
781 5138 82
74 6245 91
5095 9000 58
2334 7451 67
839 3363 69
462 9066 14
291 2709 64
7375 8267 6
2328 2883 46
4160 7075 98
4207 6106 50
881 9637 72
4172 7983 20
796 7422 25
3850 8773 73
4936 8882 90
4496 8185 18
1533 1711 1
5393 7247 95
8763 9646 51
40 2112 97
1039 9024 50
3687 9406 36
4701 6748 30
2149 2982 72
2400 8878 52
2163 5026 86
1062 7824 26
8124 9203 85
5948 9009 92
2634 8202 93
1065 1461 50
2217 6467 40
3597 6446 12
8139 8653 6
3281 9202 39
7113 9147 71
6652 8465 71
7633 8326 7
5794 6314 78
1570 9243 13
3925 9473 81
3750 8832 9
7293 8888 20
1096 4998 8
1715 3275 3
1810 6634 66
1708 9677 91
1971 2766 88
3532 8567 48
510 3290 25
2396 3901 4
4260 4922 65
2215 8254 39
6386 7871 82
346 7253 33
915 1542 27
3466 3568 42
4443 6457 79
11 1533 65
8167 9988 71
2082 2531 28
2660 4290 47
2300 7404 93
5916 7993 84
5510 6222 91
3126 7412 47
1453 7916 85
967 7867 38
3641 4245 49
2215 9794 5
4680 5913 74
7427 9743 30
1 5786 90
2476 3416 7
5019 9447 9
560 8212 84
5203 8929 53
572 7366 95
29 3280 26
8001 8250 68
2223 8373 52
4649 9463 43
358 6295 94
806 6770 1
805 1393 38
5722 7030 1
8808 9480 15
5022 9682 68
1373 6086 86
5013 6681 1
1748 7189 36
1347 4500 100
5519 8865 2
3733 8432 17
2832 8340 75
6943 9845 21
8279 8359 9
1415 2563 83
1095 4366 95
1616 5695 36
2912 3501 32
4248 9551 66
3924 9504 46
96 5393 24
1066 2944 72
1210 6234 80
5425 9987 64
285 6350 39
2338 7557 78
4812 7017 49
7450 9010 18
2253 8964 40
408 2778 77
1219 9237 55
2228 6364 5
1469 6114 46
256 5962 21
1588 5764 86
2961 6470 80
516 5203 97
3548 9898 28
6272 7187 33
2485 9922 78
750 9048 22
291 1000 55
6482 8029 41
3061 3562 51
4150 8225 29
2387 7156 4
3235 5198 8
584 4769 43
1614 4231 64
4385 9168 96
2893 4058 96
6341 9915 79
1137 4784 75
5881 7625 80
7051 9572 50
331 3170 46
1558 5061 47
2599 5284 80
574 7089 68
1426 3955 61
3691 7983 77
5889 8368 70
7051 9883 16
2399 3659 90
3566 9744 16
2621 6014 76
4265 9763 80
2503 8888 81
8665 9274 45
1990 9650 60
147 1618 46
2316 7936 54
5022 5122 88
3738 9155 64
1598 6654 93
217 5954 71
7855 9555 44
7080 7322 89
4820 5645 66
5052 9694 62
837 6576 60
675 5423 87
4538 8939 76
6764 7134 65
211 4577 60
5486 7408 88
2478 5261 18
3918 9749 64
5024 7555 70
3943 7735 69
5437 5584 70
2986 9058 34
4684 7502 72
1803 5311 50
3755 8435 70
1405 7689 91
3756 5456 37
697 3927 57
1875 6015 80
2792 8728 66
661 7814 81
1952 3895 87
6732 8258 94
5100 6560 92
8832 9683 15
3090 4379 4
6636 9796 97
1241 1554 7
1589 9322 84
4589 6216 73
3322 7596 60
6606 6801 2
5461 6549 70
62 7796 84
2982 8345 15
1070 6966 20
1964 6831 70
740 4329 63
7846 9192 76
1719 6498 67
1032 5341 56
318 3379 37
2354 6624 72
358 2567 74
300 9838 88
1904 2051 41
1633 5363 47
187 5174 35
6945 8383 83
1062 3519 36
8719 9130 15
1383 3077 9
2166 4830 41
836 9409 83
23 6354 43
1391 4683 55
1095 2581 98
4203 9091 27
2279 2462 70
9073 9968 24
4446 5318 39
1121 3544 12
3791 4034 72
2012 2173 100
1305 9368 43
6723 7444 56
5219 8403 67
4844 5879 95
158 9266 36
5170 7220 49
6347 7710 30
1234 3795 93
1674 2356 82
683 2756 38
886 2509 88
5316 5672 62
126 5443 93
5268 7121 14
8252 9719 66
5872 6665 44
1584 8000 78
7629 7969 90
87 1189 30
1581 7277 29
422 5286 54
882 3547 30
1496 8068 47
124 3010 48
7581 8919 2
168 5581 7
607 8906 24
5311 6045 23
1492 7414 83
4545 9508 86
1461 4484 58
7912 9202 70
1470 7421 19
1363 2303 90
2336 3756 85
6871 8206 2
3843 4169 51
3639 3663 12
1132 7024 73
3484 3757 97
2703 8142 100
1724 3955 46
7840 8881 20
3897 9912 54
504 1988 61
17 9910 10
4556 7754 19
987 6761 38
3874 7244 12
1188 1575 12
2345 4833 82
382 2524 42
753 3288 30
980 1129 11
7672 8354 2
198 9489 95
1555 3681 93
1944 7915 34
2407 9389 51
8856 9881 76
736 7577 19
2487 3276 51
7032 9141 63
1926 3315 39
3929 6992 84
3464 4480 48
7228 7567 41
4211 4532 32
5394 7008 13
906 7544 30
8296 9939 87
1182 1787 45
5841 9171 68
3502 4917 9
1644 6989 27
8641 9898 85
492 7688 36
1801 9101 34
8122 8981 8
5812 6636 90
981 7451 6
4174 4836 8
1898 2619 74
175 2778 41
868 6237 57
680 6488 7
102 5158 90
7007 8975 97
617 4841 79
1300 3658 1
5590 8764 78
8373 9164 68
5633 9761 89
3953 6087 49
4907 8424 38
3343 6868 88
1610 6773 69
3486 7970 91
6047 9196 50
488 6910 37
4093 8429 98
4575 5177 46
3860 8882 58
640 9473 94
128 8789 34
3036 7627 52
503 1455 87
2224 7889 68
4118 9176 9
6606 7591 64
5067 9237 76
3783 7804 40
4357 8162 62
2079 6017 56
3700 3710 81
4635 9446 30
3138 9472 59
7511 7854 60
8791 9836 44
1162 7190 88
2441 6374 100
629 4557 75
4107 8836 94
4091 5081 10
3623 7026 92
1668 4628 43
194 1617 13
2732 5909 63
3216 5706 42
2 8341 30
811 8227 59
2472 3903 10
2931 8832 55
1591 4141 4
724 5425 25
8074 8075 74
5744 8439 47
7011 9350 94
6573 8757 60
751 2658 89
3500 4265 82
4530 6574 26
373 9661 59
1445 7962 2
3325 9487 81
4094 6010 28
102 5981 32
5977 6226 26
284 4234 44
6237 9460 19
3324 3488 31
3638 6288 3
1357 7432 71
6910 8787 99
387 4812 69
2149 9090 75
4291 5880 66
443 9130 84
3642 8734 85
3908 5272 19
5953 9226 5
3552 8542 18
5450 8382 97
2833 5078 48
6793 9464 40
7248 7469 80
318 5429 47
9247 9587 6
1827 8843 14
998 5942 58
2069 2930 16
3436 6049 60
8209 8828 38
8227 8557 50
757 2710 17
584 4670 71
1097 8254 5
5153 9543 50
8137 9109 61
2339 5158 65
3583 4755 30
7716 9355 86
335 8318 51
1723 3468 10
3072 6994 12
8067 8127 92
963 4198 72
3390 5715 84
4240 8557 96
5099 7632 94
1827 4150 96
1935 6051 28
1360 7828 78
1961 2110 75
7041 7388 95
8102 8458 85
3433 8796 63
1293 3156 49
2826 8811 57
2712 4818 97
3771 8783 34
4601 7795 93
6234 7420 28
945 3668 67
5114 8079 56
952 7347 39
7780 9737 19
9053 9284 71
2689 6804 55
1372 2414 77
3627 5347 18
3238 3643 1
7439 9134 57
1326 3478 24
3260 4735 7
5381 9189 18
3157 8867 6
451 6376 43
4293 9930 55
3084 4215 9
2528 6268 89
1595 7064 44
764 8726 35
9146 9547 42
3978 4195 88
671 3590 100
2899 9390 77
40 4573 95
1851 9352 98
5833 7895 70
3445 8924 100
4515 8513 75
173 9594 79
4276 4861 64
1539 4582 15
1407 2229 55
1319 1347 46
3711 9458 61
945 9742 82
5455 6783 17
3441 9620 83
5399 8675 19
3361 4422 84
4590 9687 97
3482 9136 89
7239 7398 98
4519 5201 47
870 8632 68
4936 7516 35
6122 8342 51
3650 6099 40
3655 7635 16
1485 7579 32
182 9993 50
6756 8671 82
1406 8504 15
6747 7511 72
813 8932 55
752 4104 90
3318 8647 75
998 7537 75
2015 4128 26
5087 8253 86
1926 7718 98
2647 3211 71
2936 5998 22
4351 8566 67
7144 8870 22
4837 8104 12
4177 6180 18
4140 6056 73
5917 7526 94
2142 4737 50
6657 9284 51
2537 9663 6
2745 4529 23
3812 5765 62
989 5983 27
696 5712 87
7395 8683 71
7189 9702 93
2219 9362 80
1691 3421 56
4765 7337 55
166 7478 16
2110 5944 25
2946 9913 99
814 5927 1
633 4506 70
2740 9521 70
694 1731 18
3522 9299 69
7667 9873 43
7526 8222 54
366 9390 26
2073 8373 75
3299 6938 85
1443 2117 23
1043 8348 32
1404 9659 96
697 8792 91
1878 3407 26
1978 4770 4
528 2323 53
7576 9161 7
828 8991 77
9136 9599 38
578 6376 83
341 1117 36
7264 9804 7
3386 4889 2
1856 5266 72
3369 8343 2
28 2900 69
2819 5255 95
929 5355 5
1223 1986 82
115 7615 65
1449 8065 52
1762 9129 92
1677 3865 100
6914 8862 52
4636 5129 13
1056 8780 35
4865 8274 71
2446 3329 3
4107 7470 47
4004 9291 56
763 9505 86
4811 9227 35
2361 2816 3
7777 8180 38
3138 9648 86
1862 9863 88
198 3883 56
86 8976 16
453 2383 83
5309 5453 57
1256 7268 31
429 3457 70
1014 3289 8
2779 5364 100
1998 4263 68
2685 8437 62
117 7235 20
1611 2842 85
661 1340 5
5940 6334 57
3788 8068 74
7105 7295 74
1633 3757 4
3001 6554 82
314 683 79
869 1143 20
7689 8153 91
6105 8176 40
4860 9220 58
1439 8115 28
3765 5698 51
6558 9329 23
765 4043 61
1086 7403 99
1387 2455 21
6613 9904 78
2933 8710 64
2764 4874 58
2621 2959 62
7384 9680 37
1296 3956 23
2094 4483 70
5979 8201 23
1398 2943 57
1896 8890 75
195 9938 45
557 7635 97
1014 9596 1
3061 4755 50
670 8695 82
3755 5716 68
1934 2624 59
76 5462 51
8187 9597 29
2295 5694 8
9320 9813 57
2473 2985 80
3015 3749 16
3617 6793 4
497 6060 69
4258 7984 8
6615 7013 42
815 1147 91
7333 7654 76
7099 9669 73
7369 8947 94
4064 6113 35
2978 5239 53
1807 5062 30
6131 9024 20
521 6680 70
4957 9221 69
597 2456 34
38 7310 23
1041 5500 90
6472 8981 40
809 2792 19
328 6494 55
116 4297 70
1223 5873 90
6605 7626 50
2390 7157 1
154 402 77
7722 7978 23
5364 6737 46
1053 3935 100
832 2893 42
6775 7543 80
1732 6167 26
1976 5802 69
1644 7342 20
3363 6701 62
2397 8715 99
1284 2060 47
5116 9582 20
6420 9029 35
4983 6093 4
1110 4661 8
2489 9547 96
2249 3548 9
5266 7056 49
329 776 10
232 8270 99
5551 9974 27
8466 9858 17
1705 3069 2
1966 7456 85
3839 5652 68
485 2591 24
752 990 67
7811 9696 18
2978 9849 98
3963 5605 54
6342 7354 25
3535 7532 76
8795 9712 59
3739 7364 23
2811 2859 29
1364 1427 9
3706 4973 15
1383 4750 49
1071 2616 52
3703 5960 17
1064 2730 53
2358 9064 69
1422 5134 5
6439 7810 43
87 572 59
8764 9706 5
531 5513 20
3626 4579 20
8118 9946 30
4061 6615 16
173 1220 55
2078 3771 75
2829 2882 38
5596 9131 80
5896 7137 15
7916 8472 45
6034 6726 50
3422 5855 30
4549 7255 45
5069 8994 12
3086 5637 20
1815 5335 87
1290 9817 50
963 1682 32
3115 9102 77
554 681 73
619 1681 11
1359 7029 73
1812 5694 44
4376 6852 58
9256 9397 37
5050 9489 89
6605 8734 23
577 3330 77
1445 6532 4
1500 4945 41
8400 8671 90
8360 9644 91
3272 6693 41
463 8222 31
6459 8249 44
900 4334 42
902 5012 1
1915 9000 78
1223 3444 72
2295 3199 91
3044 6506 34
1160 2666 93
709 1363 5
3011 9636 94
606 2637 45
5922 6601 15
259 2753 9
4842 9619 61
14 2133 20
1666 2094 16
5625 8758 33
5606 6436 96
4133 9707 88
2333 2709 41
474 2021 34
7511 7541 98
310 647 74
2205 4156 36
6787 9345 62
20 4619 68
906 2421 3
2879 9273 3
1714 6131 3
1623 9848 73
7293 9224 37
7085 7994 54
10 972 66
357 1519 31
6692 7299 83
1824 5641 94
2907 5372 73
826 2702 28
2693 7698 37
1457 4161 71
3312 4119 85
42 8379 56
6390 7011 20
7114 9642 32
4438 8876 53
2743 2877 40
2042 7619 82
800 3623 94
1477 5327 74
836 5337 79
4621 5461 52
6751 9605 19
1859 7666 28
8350 9797 85
8136 9969 41
2875 7967 30
734 8249 12
1722 7852 88
619 1546 77
3600 3963 51
3979 6969 19
2491 3316 35
715 5673 42
3702 7709 14
109 3166 11
3049 6532 75
3148 7149 22
3463 7967 80
5015 7130 59
4930 8687 60
582 6030 35
4463 4828 80
5960 7397 43
1457 8120 57
1917 5166 68
2505 8517 57
108 759 72
8450 8528 75
4443 8026 48
3448 6171 91
2847 5413 42
2494 4183 3
8899 9882 8
5206 7775 59
2097 7105 36
831 2978 19
2987 9112 64
2146 7846 45
4504 5338 82
5365 6659 41
8706 9529 18
4182 5628 21
957 3979 76
131 5450 32
2827 3741 60
8320 9681 17
7802 9765 4
2393 9026 14
586 9891 58
973 9763 60
5062 5845 29
4728 7928 89
8013 9842 9
4531 6198 52
1281 5203 31
1353 8812 57
5388 9602 80
953 3289 49
5820 6723 38
5156 8588 55
787 8919 19
4896 9091 23
7004 8902 94
949 2106 34
8136 8983 79
4313 4357 58
9164 9927 92
541 4863 49
720 9149 67
3748 8845 34
1511 7251 33
3440 5489 54
2762 8005 15
6584 8829 14
4077 7000 41
5684 7484 6
4751 8744 41
96 522 65
6304 7222 81
3813 6346 94
2477 2552 16
1337 5075 41
319 817 37
4838 7202 79
1044 7666 37
2505 5747 66
3313 9188 72
2319 3382 34
2893 9016 4
2437 5803 22
4477 8748 14
13 6804 24
72 4600 47
6098 8803 58
4912 8764 36
5414 6197 69
1579 5230 51
5763 6277 39
1388 5282 55
3561 6979 80
3495 3655 24
408 5999 7
238 1050 70
240 8538 48
2192 9741 37
1410 5182 41
806 9423 86
3106 9009 31
723 8885 72
5892 9565 31
4381 6695 32
2674 9637 18
1499 7667 25
2260 4270 62
4041 9300 48
4734 8076 72
1224 3413 2
1451 6806 8
2893 4965 26
5018 5095 20
7948 9148 13
365 9076 33
750 5508 20
2170 8547 27
8148 9035 80
2715 5072 31
4145 7363 28
1106 6515 56
3365 5441 26
6677 8967 30
3173 3433 40
1542 5312 90
7594 8274 58
4768 9565 38
2410 5329 86
1637 6188 41
1650 3566 64
3290 7984 70
6778 9414 40
6196 7187 54
5229 5412 80
2447 2485 79
3295 9328 80
305 1048 85
6813 9587 41
1460 8698 13
4321 9560 32
3841 3898 19
1590 9778 63
4972 5169 4
2265 4065 75
2465 5067 51
5543 5687 75
8858 9429 16
5703 8493 34
2464 4689 62
7574 8201 74
2403 6713 78
3742 7736 61
4710 6807 91
906 1033 50
2713 7069 84
4338 8098 70
3791 8444 3
1692 7694 3
541 3119 61
2388 3288 64
2346 5546 79
1035 7771 5
3471 5299 85
5389 7508 22
8949 9935 20
8004 8264 1
4893 6378 17
3285 6269 34
3303 9529 18
1906 7568 48
2428 5071 7
6657 8915 3
1696 6281 3
5552 9682 57
5113 9918 72
3323 6532 88
5879 6017 89
6904 7638 80
4752 6247 80
5312 5652 96
3777 6031 78
780 1042 97
4143 8634 42
4663 6257 34
1787 5932 62
651 8351 53
6102 8853 84
8998 9522 81
2104 4359 53
290 5771 39
1325 6065 23
7389 9805 14
1777 7447 96
3742 5702 80
7882 9032 84
4448 8411 2
839 6497 32
58 8855 12
2074 3741 41
423 4447 50
3962 9207 100
1737 2747 10
3647 7120 75
177 2166 44
713 4101 8
3582 4655 86
3816 8528 69
2631 6389 36
860 3153 17
1114 9373 84
4431 9785 62
3820 8863 22
353 8487 6
1715 6967 28
2146 6343 43
4177 6697 44
848 1123 44
3263 8183 70
4332 6359 91
4027 6066 46
4896 9080 38
969 6262 23
725 8740 90
3970 9379 44
606 9812 18
3783 9175 86
2033 4498 67
6364 6685 3
6466 8449 99
770 1655 91
3340 8466 5
602 2154 99
4178 5461 44
1311 9877 57
8190 9723 99
3154 6723 84
14 5028 34
6350 9144 90
5469 6038 59
4017 8643 29
756 7725 40
1312 2976 95
8480 9092 56
6543 8352 53
7303 8036 59
3368 8968 4
4608 5061 33
10 4384 53
6436 8253 34
2361 4240 99
5950 9440 43
6729 7765 4
3085 4103 15
5235 8883 64
3825 9180 23
5530 8291 9
498 5809 46
1459 4995 79
796 8455 76
5346 6634 86
3497 9178 66
3545 9158 23
4071 7696 79
7086 9461 35
8360 9114 35
911 5035 96
9672 9832 25
3392 8899 22
2038 5144 98
1232 7202 81
616 7900 30
1897 6949 41
1896 7076 14
1621 6713 36
3475 5426 9
8374 9528 92
6521 8768 29
1495 5280 25
2804 9512 59
3386 6694 2
2931 3795 3
2542 5291 40
804 1308 53
1918 4344 59
2129 5091 68
4875 7928 26
3019 4621 44
369 1960 90
3649 3991 37
3182 6644 62
3873 5024 90
1102 6530 86
491 8134 28
8052 9229 60
3571 5894 64
2940 8586 46
2529 5168 63
195 766 84
192 3921 70
7678 7996 74
1061 6863 25
7311 9947 22
3783 4059 29
2035 3534 55
861 7063 53
3707 9252 26
234 6068 46
2243 6843 94
4237 7425 58
2149 7594 44
214 1691 62
2516 8518 41
4768 7401 22
504 3403 98
2975 7592 10
6223 9762 8
8827 9682 50
7281 7679 56
5770 6836 35
1145 4476 68
4170 4830 51
5787 6741 53
4037 8153 80
6897 8987 54
3895 8664 11
6641 9039 19
2623 4646 25
3377 7174 7
2933 8823 98
1880 6958 34
3453 5272 93
3903 6901 87
4289 8724 35
389 6366 4
2491 5077 90
5286 5857 32
3246 7271 66
6250 9081 22
1094 5332 91
6273 8486 40
922 9632 12
6417 7216 32
3518 6503 8
1097 4025 16
865 1461 52
2523 6900 26
2247 2733 89
7367 8894 94
5593 9691 50
5841 7217 72
5101 7232 79
3870 5318 10
722 5280 34
726 7601 91
2786 4663 78
2284 6301 97
4890 6739 25
79 9935 84
4534 6947 92
410 2813 79
2497 3217 22
2113 9427 67
2494 7229 33
4672 7350 82
474 2139 79
5947 6296 77
2082 3860 100
9317 9977 73
3981 5588 47
2661 6441 85
1211 9930 96
4917 5727 55
2560 3466 46
7974 9640 88
3624 5025 71
3114 6616 34
2560 8971 24
1735 7216 30
6763 8879 57
6908 8524 68
1624 9171 80
4106 6122 96
1837 6756 41
5339 6764 19
2781 5795 63
1183 1246 55
2890 6725 86
5845 9250 75
6804 7947 34
3539 6981 25
6856 8115 42
3245 8423 57
4072 8118 74
6583 9747 61
1858 1874 58
2776 4085 47
8233 8841 8
3965 5313 21
5095 7562 59
4674 7310 55
3243 4998 50
3536 5772 29
2434 4016 52
3094 8824 16
3096 8519 90
2844 9836 41
2532 3982 32
3094 6279 41
4841 5105 22
3597 7033 52
2150 8413 65
5304 6758 58
1005 7493 45
1505 9641 93
3707 5384 26
6936 7947 88
116 7382 68
1916 4319 25
2297 4099 91
2237 9256 82
2532 9490 52
4050 5966 27
8258 9313 18
1347 7541 64
4309 7678 32
2538 2676 96
4865 8469 39
513 4261 13
72 3442 13
593 5328 82
3735 5383 30
3990 4595 22
46 2263 17
8964 9434 57
1857 2854 11
1356 4779 73
810 2007 45
7154 7189 93
6396 6597 47
2985 5775 88
5585 8724 33
263 3236 3
2683 9058 11
2076 8934 69
2941 8752 20
497 5075 13
2354 4261 78
92 9839 70
2811 9072 59
7434 8760 20
723 7266 64
2172 9422 11
2855 9969 88
4012 6711 32
7161 8105 36
5394 8298 82
4411 5632 17
299 7953 92
4263 8068 36
609 9813 34
440 6086 90
355 1972 65
1058 9940 61
6748 8104 31
252 5068 83
3683 8526 45
1202 5613 46
4677 5927 53
3778 4865 93
2593 5286 98
4098 9712 14
509 5362 74
2775 6463 94
7790 9683 80
6934 7229 25
3892 8178 39
5169 8656 13
505 1091 27
2209 4546 30
205 9933 100
4082 9477 35
7014 9342 99
5386 5472 91
2326 5281 68
752 5278 85
1978 6070 12
49 3448 32
3049 4465 31
7275 7855 62
1224 3643 4
6743 8305 72
576 1510 62
2005 7722 96
1158 5037 2
7921 9882 74
68 6782 33
4597 9880 91
2258 3655 74
1270 8095 69
3945 7930 18
6740 8086 83
5253 7377 89
4383 8101 50
1222 2718 53
7437 9030 71
1653 7370 21
1757 1936 78
5657 7959 34
6084 8838 78
5570 7625 16
3888 7689 95
1707 6348 97
602 2191 75
8584 9187 19
3865 4147 11
4683 6238 39
